[9996:796:0220/161552.114:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/161555.106:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/161556.107:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:3284:0220/161619.526:VERBOSE1:device_event_log_impl.cc(198)] [16:16:19.526] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[9996:3284:0220/161619.526:VERBOSE1:device_event_log_impl.cc(198)] [16:16:19.526] Display: EVENT: screen_win.cc:895 Display[298430350] bounds=[0,0 1366x768], workarea=[0,0 1366x720], scale=1, rotation=0, panel_rotation=0 external detected
[9996:796:0220/161619.824:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/161620.815:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/161621.823:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/161624.841:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/161629.825:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/161630.847:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/161650.834:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/161651.842:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/161654.865:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/161655.876:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/161658.875:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/161700.878:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/161704.878:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/161731.887:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:3284:0220/161732.226:WARNING:page_discarding_helper.cc(138)] Discarding multiple pages with target (kb): 0
[9996:796:0220/161747.881:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/161822.241:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/161832.227:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/161846.908:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/161857.236:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/161857.930:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162238.239:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSuspend([this=000066E4000FED40])
[9996:796:0220/162238.493:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnResume([this=000066E4000FED40])
[9996:796:0220/162238.494:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/162239.169:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/162241.118:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/162242.113:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=21})
[9996:796:0220/162243.113:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=19})
[9996:3284:0220/162243.780:WARNING:page_discarding_helper.cc(138)] Discarding multiple pages with target (kb): 0
[9996:796:0220/162244.108:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=20})
[9996:3284:0220/162248.898:WARNING:page_discarding_helper.cc(138)] Discarding multiple pages with target (kb): 0
[9996:796:0220/162249.250:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=21})
[9996:796:0220/162252.260:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/162253.258:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/162259.250:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/162301.251:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/162308.254:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=100})
[9996:796:0220/162347.273:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162416.264:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/162605.283:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162615.283:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/162741.633:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162750.634:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/162751.634:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162808.646:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/162818.638:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162820.639:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/162823.641:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162828.640:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/162838.644:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162839.643:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/162843.645:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162846.644:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/162849.643:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162912.654:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/162913.648:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162923.648:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:3284:0220/162937.905:VERBOSE1:device_event_log_impl.cc(198)] [16:29:37.890] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[9996:3284:0220/162937.906:VERBOSE1:device_event_log_impl.cc(198)] [16:29:37.906] Display: EVENT: screen_win.cc:895 Display[298430350] bounds=[0,0 1366x768], workarea=[0,0 1366x720], scale=1, rotation=0, panel_rotation=0 external detected
[9996:796:0220/162938.458:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/162939.416:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/162940.450:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/162943.443:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/162945.440:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/162949.461:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/162952.460:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/162953.434:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163002.432:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163003.458:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163006.443:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163011.474:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163014.449:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163015.439:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163016.446:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163018.740:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163022.471:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163025.478:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163026.449:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163030.461:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163039.459:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163040.727:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163043.725:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163046.731:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163048.741:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/163050.730:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:3284:0220/163055.011:VERBOSE1:device_event_log_impl.cc(198)] [16:30:55.011] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[9996:3284:0220/163055.011:VERBOSE1:device_event_log_impl.cc(198)] [16:30:55.011] Display: EVENT: screen_win.cc:895 Display[298430350] bounds=[0,0 1366x768], workarea=[0,0 1366x720], scale=1, rotation=0, panel_rotation=0 external detected
[9996:796:0220/163055.496:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/163059.493:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163102.528:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163114.505:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163123.513:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163125.517:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163127.500:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163128.523:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163129.508:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163130.519:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163134.526:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163137.507:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163140.524:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163145.525:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163150.534:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163151.528:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163152.515:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163153.637:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163158.536:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163202.538:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163205.548:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163220.558:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163221.540:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163222.544:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163226.568:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163227.567:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163229.555:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163230.560:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163237.703:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163239.713:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=26})
[9996:796:0220/163241.702:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:3284:0220/163244.571:VERBOSE1:device_event_log_impl.cc(198)] [16:32:44.570] Display: EVENT: screen_win.cc:893 Displays updated, count: 1
[9996:3284:0220/163244.571:VERBOSE1:device_event_log_impl.cc(198)] [16:32:44.570] Display: EVENT: screen_win.cc:895 Display[298430350] bounds=[0,0 1366x768], workarea=[0,0 1366x720], scale=1, rotation=0, panel_rotation=0 external detected
[9996:796:0220/163244.729:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=28})
[9996:796:0220/163245.567:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=27})
[9996:796:0220/163250.568:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
[9996:796:0220/163251.581:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=23})
[9996:796:0220/163258.852:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=24})
[9996:796:0220/163300.853:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000066E4000FED40}, {new_limit=25})
